3 62 12 56 30 57 -80 34 9 -31 87 -74 -4 60 -42 24 -60 -75 48 -86 -3 76 -13 5 61 -51 60 68 37 -23 -55 0 -75 -6 -92 91 42 -63 44 27 -36 -27 -8 1 -75 -50 46 90 -73 36 28 -37 34 -72 33 4 27 -42 54 -69 -55 38 -75 -67 -62 -3 86 84 -63 70 -27 -87 22 -37 -35 -1 -62 48 -68 -35 -31 98 35 -1 75 -63 44 -9 -31 -18 -30 -6 47 -89 61 -52 98 16 -4 94 =
44 33 -33 -64 63 39 42 86 -32 -5 36 89 94 -27 78 -47 62 82 14 -85 -92 -61 -78 25 -52 -81 -91 97 -72 81 -20 69 -9 40 -20 89 53 -68 -3 67 68 73 90 -100 49 63 -29 -84 83 -21 -12 -82 -36 -16 -19 -37 -3 65 -32 81 31 39 16 -82 28 37 12 -42 -87 49 -23 53 19 -92 95 2 -89 -66 -79 45 8 48 -37 89 -43 89 -47 -90 9 12 62 6 -90 79 32 98 5 -50 -64 -9 >
39 53 -22 38 92 2 -67 -71 51 -70 -49 23 39 -86 -46 -7 23 97 98 -60 -55 95 75 -50 -97 -72 99 -17 21 -79 5 58 -99 -97 87 9 -57 -83 -99 90 54 48 -20 87 39 30 18 -42 -33 -46 -61 40 -32 -32 -67 -69 -95 2 -84 88 39 -73 -49 -98 -39 -69 -42 -27 100 13 20 6 71 -20 -29 -100 86 -21 28 23 -74 -91 -22 -66 -79 -2 -2 -15 -10 -92 -61 -48 93 3 99 5 -93 70 -42 60 =
-98 -12 1 19 81 49 49 7 -54 -56 -16 -7 -19 -86 68 -64 65 32 22 -72 -73 -51 -44 -49 39 -30 88 3 69 30 -9 -26 63 -75 20 13 -39 85 -12 55 -49 -78 27 64 -75 -80 95 51 68 -92 93 62 -18 -6 -42 34 90 -21 -47 -2 22 -92 -40 -53 4 62 -100 66 -52 -33 57 -35 62 -39 95 -74 -11 57 100 -32 26 98 86 -50 86 25 -96 77 -80 12 0 -61 -47 10 51 17 -84 96 68 -18 <
-38 -53 -5 -29 24 -94 -57 -62 99 71 27 21 18 83 -16 -85 79 65 -72 3 -73 50 52 27 -25 43 -58 76 33 -35 93 50 20 -85 -82 68 -63 -52 -21 -100 37 89 -51 -30 -53 74 -31 24 50 -57 7 -41 91 -48 79 92 51 -66 -38 -73 55 89 90 96 28 32 -39 36 34 65 16 -67 -50 -9 -31 98 -88 53 32 -61 -7 -66 -3 34 -91 -20 98 25 9 29 -88 -19 58 85 -83 76 -10 -8 58 54 =
-27 -69 4 83 -6 85 29 -7 -53 36 91 -77 99 97 65 -21 -17 42 -27 34 71 73 10 -52 -95 57 69 -42 18 -46 -31 21 1 80 4 27 10 -40 50 -100 11 -36 -87 1 -78 -80 3 -68 -64 34 66 33 -33 100 38 -100 42 -91 -47 -19 16 4 -17 64 -13 -30 -46 28 36 89 -83 75 -3 -31 68 -93 85 79 24 -67 58 -35 -51 -20 -68 36 -60 77 -2 73 -65 -13 -72 67 -78 -35 62 16 80 97 =
-34 99 -1 -55 -42 71 -41 100 45 62 21 30 -66 -63 99 41 63 19 48 -57 62 -80 -86 29 7 96 74 -82 81 -20 30 -35 -51 -20 63 17 50 -81 85 14 14 -92 54 -36 12 88 68 70 51 2 78 -83 22 85 -29 -51 89 -1 -23 -29 -53 1 -23 -48 62 8 68 62 1 -56 -8 -25 74 56 -82 74 43 -38 -15 5 68 -30 -82 80 70 -39 -91 72 -85 48 93 -33 -90 43 30 89 76 9 33 81 >
-12 90 -23 -87 30 -97 -78 18 50 32 -87 -68 65 61 84 -32 70 93 -46 -42 -66 -17 53 90 58 97 -68 19 69 -20 65 -16 -54 87 -2 -60 -71 72 86 94 -4 1 -55 22 43 -80 -7 -86 -55 20 -15 -6 -58 -44 58 -19 34 -5 40 40 -78 47 -39 7 -43 7 42 72 76 59 93 63 8 89 54 -44 -87 17 -65 39 58 -25 82 -14 -66 84 63 40 86 -7 -98 -53 43 62 -11 42 61 -25 -45 -1 >
-99 -11 71 -55 100 -51 -24 70 -79 -13 -14 -68 -20 33 -98 82 -75 -67 25 87 98 36 82 -61 4 -85 -96 84 20 -71 89 1 -98 43 -85 31 -75 8 -56 -28 89 75 -25 77 92 -91 84 -35 54 -94 18 54 59 7 -41 24 78 -2 -9 -77 85 -26 -21 9 -87 21 -90 -53 -97 34 21 -84 -80 -90 -39 -79 76 -100 -93 93 -18 -46 -47 -10 -50 -84 78 -5 -84 55 -32 7 -53 58 -37 52 -21 -8 52 35 >
-54 65 80 -11 -81 9 24 48 67 81 -5 -61 40 53 1 98 23 -26 -11 37 -4 7 -40 90 62 -17 2 -71 -50 18 -77 -86 -39 3 11 24 96 -49 85 -76 -70 -26 -35 45 -30 47 -63 94 78 92 -22 -44 -15 26 12 -77 -11 30 32 -49 22 -81 -14 -43 -30 44 45 27 -26 3 -74 -91 -32 57 -18 -19 -8 26 -74 -84 62 -30 77 57 -89 -39 17 -76 -21 19 68 57 -32 45 -41 54 20 -52 -91 20 =
-87 -10 -69 28 -10 -41 -41 85 19 -64 55 -25 32 64 -88 -88 95 -50 14 -8 2 -42 -90 -46 -17 -45 -49 7 30 -45 -23 -99 -52 -63 54 8 -48 -2 -87 98 -72 54 -17 64 86 31 56 7 47 -91 -26 67 -3 -37 -30 33 -10 -28 -83 -65 2 48 62 -40 53 16 -5 -89 63 -21 21 18 63 -25 39 60 -33 -49 -87 41 41 83 31 -68 -64 -90 55 24 13 -97 -69 -75 47 58 92 -6 66 -40 -25 77 =
-64 -48 71 17 90 -23 2 38 11 -3 -14 52 28 81 -64 -72 63 57 -50 -25 35 -100 87 46 29 -61 -89 -94 -76 -39 33 16 52 -90 -7 10 -47 3 -37 62 69 3 81 67 -6 -56 -96 -70 46 -21 84 -5 -58 57 89 -12 -80 49 -33 -69 -7 55 7 -95 70 -72 34 42 82 33 91 82 80 -100 48 -45 -33 81 62 50 34 -58 -76 68 -17 58 -97 70 -34 100 96 47 -28 -51 -88 -72 -67 55 61 -94 <
-39 -18 -74 -52 -14 -98 39 -87 -54 52 80 93 -65 6 21 -85 -21 -44 41 -17 -68 43 -54 -76 73 25 -36 5 -56 -74 -3 42 37 -75 58 56 -41 -33 -17 2 -23 -92 63 99 58 -10 47 -64 -39 34 -60 33 48 47 -40 -96 -21 44 -31 -59 -34 87 51 -29 -66 25 51 -48 -74 40 -3 -53 -38 -50 54 -76 45 71 50 83 -83 87 -16 -48 52 85 -98 -37 58 21 12 77 72 27 -68 70 40 82 -13 -4 >
31 -14 8 1 -43 73 -83 -38 -5 70 93 -74 -8 9 54 -57 -97 31 82 -25 17 37 79 -43 7 7 -33 -74 -64 67 -4 45 -9 59 66 -1 40 -3 -81 91 -100 -68 -9 -10 -40 1 -100 51 -68 -90 79 10 1 57 -69 40 96 8 37 -7 -2 -33 66 -38 -15 -31 94 34 -20 -3 -38 -67 -27 -53 15 96 -8 -19 95 34 16 -31 -48 4 86 75 -1 85 -9 -70 39 -15 -28 -49 -7 -8 94 -2 14 72 =
-48 -42 84 -28 29 31 45 -99 73 -2 -52 63 91 -17 36 92 93 -58 96 23 -36 48 -82 12 87 -19 -33 -22 -63 22 -50 53 -89 78 41 -70 -44 -26 88 -87 -28 54 -32 -72 65 64 10 66 8 -98 38 63 -5 93 100 -74 -38 6 47 75 15 90 -19 -79 -64 92 -96 -80 -99 -37 75 -43 63 -81 -82 22 -15 -49 -73 9 71 -98 -66 -74 -44 67 93 65 9 -21 100 14 -49 -94 65 5 -88 62 82 -95 >
-73 16 -70 -98 -59 -25 -37 -18 10 -38 77 -13 1 57 -64 5 83 71 21 -15 35 -97 -78 -82 -72 -81 52 -16 82 -93 22 74 -44 -20 76 -29 89 47 56 -38 -3 -55 -69 13 97 -47 31 -19 54 -31 -65 50 44 38 88 -91 -54 80 -9 -63 75 -76 29 76 -12 17 7 35 -63 -40 -40 -13 -87 31 73 -93 -33 73 -54 95 -13 85 86 63 -44 -22 -2 -49 48 55 2 15 -17 -52 5 -41 -73 -75 -72 38 <

